DDCTransactionId5C413ED14D9E3CCCA69E85A79BC951BC_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__73A6722EE48FDE52141B50F203A2B2CF84A087A7, StartTime=2015.09.08-23.19.54, HierarchicalDDC, DataSize=3002145 bytes, Retrieved=true, Duration=0.976529ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
DDCTransactionId3F99422848E5594B952B0CA220177F47_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__BC764A2C9EE4304B0C67B21817404693E1F7E028, StartTime=2015.09.08-23.19.54, HierarchicalDDC, DataSize=3559 bytes, Retrieved=true, Duration=0.047084ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
DDCTransactionId3F99422848E5594B952B0CA220177F47_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__9D39F803524611E06A149C72524AD5B16F591378, StartTime=2015.09.08-23.19.54, HierarchicalDDC, Duration=0.016842ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
DDCTransactionId1F7CC54F49286745BB2EAB9CC8AFC106_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2015.09.08-23.19.54, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.047088ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
DDCTransactionId1F7CC54F49286745BB2EAB9CC8AFC106_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__4CE82FE331674843D9D63FF6A48098076A341066, StartTime=2015.09.08-23.19.54, HierarchicalDDC, Duration=0.014931ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
DDCTransactionId0D95DB5544D1E71FDDED038AF020BBD1_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2015.09.08-23.19.54, HierarchicalDDC, DataSize=6591 bytes, Retrieved=true, Duration=0.046320ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
DDCTransactionId1F7CC54F49286745BB2EAB9CC8AFC106_2, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__E2E37627513408BF1569A25F4D84185B4CD2360C, StartTime=2015.09.08-23.19.54, HierarchicalDDC, Duration=0.024881ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
DDCTransactionId1F7CC54F49286745BB2EAB9CC8AFC106_3, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__075E02065A5353E35623093DF43D23E005525A14, StartTime=2015.09.08-23.19.54, HierarchicalDDC, Duration=0.024501ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
DDCTransactionId3F99422848E5594B952B0CA220177F47_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__FBBDD204E59CC3E3C9749161169905E65779DA9A, StartTime=2015.09.08-23.19.54, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.044022ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
DDCTransactionId1F7CC54F49286745BB2EAB9CC8AFC106_4, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__757395CD4BEBCAA3704D2DFD62AF92D69A63345C, StartTime=2015.09.08-23.19.54, HierarchicalDDC, Duration=0.035219ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
DDCTransactionId0D95DB5544D1E71FDDED038AF020BBD1_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___018F4075D3397499A38D84DACDCE819C495D7211, StartTime=2015.09.08-23.19.54, HierarchicalDDC, Duration=0.019141ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
DDCTransactionId3F99422848E5594B952B0CA220177F47_3, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__A862D430A5BD3851806098886F46A0DB4C02712D, StartTime=2015.09.08-23.19.54, HierarchicalDDC, Duration=0.025265ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
DDCTransactionId0D95DB5544D1E71FDDED038AF020BBD1_2, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___1978717988CE205C32B2214CC1D518693DF7C4D6, StartTime=2015.09.08-23.19.54, HierarchicalDDC, Duration=0.034451ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
DDCTransactionId3F99422848E5594B952B0CA220177F47_4, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__5D8E67CBA0F04E790BD64833DFE9997DDB1D33F0, StartTime=2015.09.08-23.19.54, HierarchicalDDC, Duration=0.016846ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
DDCTransactionId1F7CC54F49286745BB2EAB9CC8AFC106_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C45F0F7D439FAD52041B1EBC5A8A1__FC5A29F424836F67547AB1BC14246603821353B4, StartTime=2015.09.08-23.19.54, HierarchicalDDC, DataSize=1186 bytes, Retrieved=true, Duration=0.042111ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
DDCTransactionId3F99422848E5594B952B0CA220177F47_5, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__D3B9066E064FF8485C582FA787D958A7AE111964, StartTime=2015.09.08-23.19.54, HierarchicalDDC, Duration=0.020672ms, RunGuid=RunID6F431A0C4F65DD55C74BED875BA14671
